sentence,label,class
whats fun game trying points kill someone thats fun die win nose rank important weather someone,neither,0
whats fun game trying points kill someone thats fun die win nose rank important,neither,0
want find strong,neither,0
want find strong,neither,0
find strong,neither,0
want find strong inside,neither,0
want find strong inside,neither,0
jammu someone,neither,0
hey ram,neither,0
jammu hey ram,neither,0
dr rai baby,neither,0
dr baby,neither,0
play 3rd person wake house baby,neither,0
play 3rd person wake house,neither,0
play third person wake coming house baby,neither,0
bro barbie,neither,0
boy barbie,neither,0
hello bhabhi,neither,0
bro boy barbie,neither,0
yash,neither,0
yes,neither,0
favor camera,neither,0
favour camera,neither,0
favor camera yes,neither,0
rakesh jain nice,neither,0
rakesh jain nice one guy,neither,0
rakesh jain nice pic,neither,0
legendary,neither,0
record video,neither,0
know,neither,0
watch,neither,0
fir,neither,0
vakai macross,neither,0
know macross,neither,0
vakai macross,neither,0
building,neither,0
building,neither,0
make,neither,0
oh sorry,neither,0
yeah busy,neither,0
,neither,0
yeah,neither,0
call,neither,0
car,neither,0
nice voice professional true friends,neither,0
nice voice profession true friends,neither,0
nice voice professional true,neither,0
david drum,neither,0
david groom,neither,0
stop side write youtube want reply,neither,0
stop side write youtube want reply designed quick,neither,0
stop side write youtube want reply desine quick,neither,0
need,neither,0
pratham need,neither,0
dont leave,neither,0
life killed,neither,0
holi life killed,neither,0
holyfucks life killed,offensive,1
life killed theme going kill,neither,0
life killed team going kill,neither,0
heck,neither,0
get first dove 7 people,neither,0
wow dude,neither,0
yes bro,neither,0
got fast left bro,neither,0
got left bro,neither,0
play end game got fast left bro,neither,0
got left bro,neither,0
yeah know,neither,0
hello didi yeah know,neither,0
didi yeah know,neither,0
yeah know,neither,0
procedure yeah know,neither,0
america okay nice,neither,0
america nice,neither,0
okay nice,neither,0
ok nice,neither,0
oppo boy,neither,0
boy,neither,0
oppo boy lets go,neither,0
oppo notun green,neither,0
finished printed,neither,0
finished printed,neither,0
finished,neither,0
great job things,neither,0
voice great job things,neither,0
great job,neither,0
voice great job,neither,0
great job things didnt see,neither,0
car,neither,0
,neither,0
getting cute,neither,0
im getting cute,neither,0
getting cute compound,neither,0
rinku devi,neither,0
rinku devi kya,neither,0
country amit,neither,0
amit,neither,0
amit,neither,0
tumko tumko,neither,0
come come,neither,0
come,neither,0
roof,neither,0
roof akhil,neither,0
bigger roof,neither,0
krishi jataka colony,neither,0
krishi jata hun baki hai jameen,neither,0
krishi jata,neither,0
krishi jata hun baki hai,neither,0
coming coming,neither,0
coming coming,neither,0
,neither,0
kaisi ho bye,neither,0
kaisi ho byes,neither,0
tum tum voice,neither,0
tum tum,neither,0
tum class,neither,0
tum tum class boys,neither,0
day okay,neither,0
day,neither,0
want day okay,neither,0
ek bar aata,neither,0
ek bar aata next,neither,0
ek bar aata next,neither,0
per aata,neither,0
army army,neither,0
ami ami,neither,0
hakim,neither,0
hatim,neither,0
hatim hakim,neither,0
hakim hakim,neither,0
apna turn,neither,0
turn,neither,0
one game,neither,0
everyone says one game,neither,0
everyone game,neither,0
find right,neither,0
find right,neither,0
call find right,neither,0
find right hold,neither,0
dont mind,neither,0
dump bike,neither,0
dont,neither,0
buddies offline game,neither,0
buddies buddies,neither,0
stream enjoys buddies offline game,neither,0
offline game,neither,0
tv,neither,0
tv george,neither,0
,neither,0
gaming hello,neither,0
inside gaming hello,neither,0
insted gaming hello,neither,0
wife said gaming hello,neither,0
kya ho,neither,0
kya ho sake,neither,0
family love hello,neither,0
family hello,neither,0
family love hello hello,neither,0
love hello,neither,0
family hello hello,neither,0
hate chat thats want see lobby,neither,0
thats want see lobby,neither,0
hate chat thats lobby,neither,0
agar favourite song,neither,0
agar favourite saman,neither,0
agar favourite song right,neither,0
man baap messages,neither,0
man baap,neither,0
whatsapp whatsapp,neither,0
,neither,0
using paro,neither,0
using paral,neither,0
bro using paro,neither,0
bro using paral,neither,0
women quotes,neither,0
women quotes bandana,neither,0
sports women quotes bandana,neither,0
market,neither,0
market,neither,0
kahan hai,neither,0
want lose camera,neither,0
want lose camera,neither,0
want lose camera,neither,0
want lose camera come back,neither,0
vishay shiva,neither,0
man didnt anything,neither,0
man need anything,neither,0
man didnt anything else,neither,0
man didnt anything,neither,0
sites,neither,0
isase savan wow dude,neither,0
isase savan wow,neither,0
annoying great man wow dude,neither,0
isase annoying great man wow dude,neither,0
unback baby driving,neither,0
unback baby driving youtube,neither,0
sitting back,neither,0
back,neither,0
sitting back,neither,0
sitting back,neither,0
hello send done,neither,0
hello send,neither,0
play chair,neither,0
basins back cover play chair,neither,0
play chat,neither,0
back cover play chair,neither,0
morning baby oh god,neither,0
morning baby morning oh god,neither,0
morning baby,neither,0
morning baby morning,neither,0
baby oh god,neither,0
whats bro hello hello love,neither,0
whats bro hello hello know,neither,0
ok good whats bro hello hello love,neither,0
white,neither,0
white im waiting,neither,0
im waiting,neither,0
white im waiting,neither,0
drop thank,neither,0
didnt hear,neither,0
right side warehouse,neither,0
right side square house,neither,0
right side warehouse,neither,0
right side warehouse,neither,0
mean,neither,0
mean,neither,0
mean 66,neither,0
enemy happy new year,neither,0
happy new year,neither,0
enemy happy new year,neither,0
aap kaun,neither,0
ghost,neither,0
seeman green come,neither,0
seeman green comedian smoke,neither,0
seeman green come smoke,neither,0
wish,neither,0
omar wish,neither,0
om wish,neither,0
accident shiva,neither,0
accident accident shiva,neither,0
accident checking,neither,0
accident checking us,neither,0
chill bus,neither,0
make,neither,0
repeat,neither,0
spotify,neither,0
find playlist spotify,neither,0
find playlist spotify,neither,0
find playlist spotify,neither,0
badge batchman,neither,0
bad batchman,neither,0
batchman today,neither,0
typhoid bad batchman,neither,0
know kill one know one dont kill,neither,0
know kill one know one dont kill know,neither,0
know kill one know one dont kill know,neither,0
jab lender,neither,0
jab lender socket,neither,0
jab jab lender,neither,0
lender,neither,0
jab jab lender socket,neither,0
bro little,neither,0
bro little killed,neither,0
little,neither,0
man wish,neither,0
guy,neither,0
,neither,0
man wish,neither,0
dude man wish,neither,0
think,neither,0
think,neither,0
search man,neither,0
chennai man,neither,0
oh god 2014 55,neither,0
oh god 300045,neither,0
oh god 3015,neither,0
picture full,neither,0
picture full behind,neither,0
recognitive picture full,neither,0
picture full smoke,neither,0
want play us,neither,0
want play user,neither,0
want play,neither,0
unwa ki setting,neither,0
unwan ki setting,neither,0
unwa ki need setting,neither,0
setting,neither,0
strawberry mama,neither,0
oh mama,neither,0
strawberry oh mama,neither,0
mama mama,neither,0
attitude chat performance,neither,0
attitude chat performan,neither,0
attitude men,neither,0
attitude sad perman,neither,0
oh god city,neither,0
oh god city go better,neither,0
oh god city go afternoon,neither,0
oh god city go avoid,neither,0
feeding accident,neither,0
feeding accident,neither,0
feeding accident,neither,0
women park,neither,0
women back,neither,0
kidney bra image,neither,0
kidney image,neither,0
kidney bra,neither,0
kidney,neither,0
oh god,neither,0
oh small oh god,neither,0
oh small oh god,neither,0
oh god,neither,0
would explain experiment,neither,0
