sentence,label,class
thank you define,neither,0
under cool,neither,0
in this game a list my facebook,neither,0
in this game list my facebook,neither,0
in this game a list,neither,0
bad weather issues the message comes across,neither,0
bad weather issues the message,neither,0
bad weather issue the message comes across,neither,0
yes oh my god,neither,0
yes that oh my god,neither,0
can we dont try by oh my god,neither,0
can we dont try by yes oh my god,neither,0
the scale want to space it doesnt look fare what is the game,neither,0
the scale want to space it doesnt look fare you what is the game start,neither,0
the scale want to space it doesnt look fare going to what is the game,neither,0
is looking,neither,0
uday is looking,neither,0
is looking away,neither,0
uday is looking away,neither,0
uda is looking,neither,0
my facebook,neither,0
hindi word my my facebook,neither,0
hindi with my my facebook,neither,0
my my facebook,neither,0
i think i need any background forget where right there,neither,0
so i definite heard somebody should i think i need any background forget where right there,neither,0
i think i need any background forget that there,neither,0
i know back to doing this guys but i think you find this map to be exciting,neither,0
i know back to doing this guys but i think you many other ways i find this map to be exciting,neither,0
i know back to doing this guys but i think find this map to be exciting,neither,0
we can do that,neither,0
we can,neither,0
you are acidic side,neither,0
you are acid,neither,0
thank you i know,neither,0
thank you i dont know,neither,0
yeah yeah thank you,neither,0
yeah yeah getting glider material,neither,0
ok finish,neither,0
so the reason is not better than a flying jatt,neither,0
so the reasons is not better than a flying jatt,neither,0
so the reason is not better than a flying is simply,neither,0
okay so really,neither,0
okay so really bad,neither,0
okay so by me,neither,0
transfer when i am in the sky,neither,0
transfer when i am in the sky again,neither,0
river the crossword when i am in the sky,neither,0
speakers is want to send the concept of shooting and an hiding from a colder which is exact what should be doing then its matter,neither,0
speakers is want to send the concept of shooting and an hiding from a colder which is exactly what should be doing then its matter,neither,0
speakers is want to send the concept of shooting and an hiding from a colder which is exact what should be doing then its matter for their event,neither,0
mans is not,neither,0
so many hours,neither,0
is it awesome so many hours,neither,0
awesome so many hours,neither,0
crash here,neither,0
not crash here,neither,0
not crash,neither,0
i need my girlfriend,neither,0
my girlfriend,neither,0
i need a mother my girlfriend,neither,0
i need an umbrella my girlfriend,neither,0
then open i can get some help,neither,0
open i can get some help,neither,0
then open i can get some,neither,0
open i can get some,neither,0
then open i can get some you,neither,0
and i know i know you like maybe,neither,0
and i know i know you like maybelline,neither,0
and i know i know you like maybe them,neither,0
you left me in the dust,neither,0
i am probably dead now you left me in the dust,neither,0
i am probabwe dead now you left me in the dust,neither,0
what do you think is going to happen i heard madari,neither,0
what do you think is going to happenari,neither,0
i heard madari,neither,0
happen i heard madari,neither,0
thank you thank you so much,neither,0
thank you so much,neither,0
so much,neither,0
thank you thank you so much dear,neither,0
thank you so much dear,neither,0
please come here,neither,0
tell me the coming here please come here,neither,0
tell me the coming please come here,neither,0
come here,neither,0
and i hope you want to root,neither,0
and i hope you want to root here,neither,0
bridge i didnt see one bowl and i didnt see one car where are they have an head reason,neither,0
bridge i didnt see one bow and i didnt see one car where are they have in reason,neither,0
bridge i didnt see one bowl and i didnt see one car where are they they have an head reason,neither,0
the bridge i didnt see one bowl and i didnt see one car where are they have in reason,neither,0
thats why i am dead wow bro,neither,0
thats why i am deed wow bro,neither,0
thats why im dead wow bro,neither,0
all of them,neither,0
sure all,neither,0
no dude are you serious,neither,0
no dude are you serious everyone,neither,0
no dude i serious,neither,0
no dude,neither,0
no dude are you,neither,0
oh come to me your piss stands for winning i am waiting,offensive,1
oh come to me your piss stands for winning the age i am waiting,offensive,1
oh come to me your piss stands for winning i want to reporter i am waiting,offensive,1
oh come to me your piss stands for winning i want to reporter the age i am waiting,offensive,1
i should be here i need a background,neither,0
i should be here i need a background sleepy play,neither,0
i should be here i need a pack around,neither,0
i should be here i need a rap background,neither,0
a charge,neither,0
no problem a charge,neither,0
no problem happy,neither,0
hello hello,neither,0
hello bro,neither,0
hello bro hello,neither,0
today so far it happens way more often in an all different moods and you dont normally single game,neither,0
today so far it happens way more often in an all different moods and you dont normally game single game,neither,0
